File Path,Line Number,Violation Type,Priority,Description,Line Content,Suggested Fix
stdlib/io.asthra,71,empty_params,HIGH,Function with empty parameter list should use (none),"fn read_char() -> Result<char, IOError> {","fn read_char(none) -> Result<char, IOError> {"
stdlib/io.asthra,98,empty_params,HIGH,Function with empty parameter list should use (none),"fn read_all() -> Result<string, IOError> {","fn read_all(none) -> Result<string, IOError> {"
stdlib/io.asthra,222,empty_params,HIGH,Function with empty parameter list should use (none),"fn flush_stdout() -> Result<void, IOError> {","fn flush_stdout(none) -> Result<void, IOError> {"
stdlib/io.asthra,299,empty_params,HIGH,Function with empty parameter list should use (none),"fn flush_stderr() -> Result<void, IOError> {","fn flush_stderr(none) -> Result<void, IOError> {"
stdlib/io.asthra,319,empty_params,HIGH,Function with empty parameter list should use (none),fn c_stdin() -> *mut void {,fn c_stdin(none) -> *mut void {
stdlib/io.asthra,320,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""asthra_runtime"" fn asthra_get_stdin() -> *mut void;","extern ""asthra_runtime"" fn asthra_get_stdin(none) -> *mut void;"
stdlib/io.asthra,328,empty_params,HIGH,Function with empty parameter list should use (none),fn c_stdout() -> *mut void {,fn c_stdout(none) -> *mut void {
stdlib/io.asthra,329,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""asthra_runtime"" fn asthra_get_stdout() -> *mut void;","extern ""asthra_runtime"" fn asthra_get_stdout(none) -> *mut void;"
stdlib/io.asthra,337,empty_params,HIGH,Function with empty parameter list should use (none),fn c_stderr() -> *mut void {,fn c_stderr(none) -> *mut void {
stdlib/io.asthra,338,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""asthra_runtime"" fn asthra_get_stderr() -> *mut void;","extern ""asthra_runtime"" fn asthra_get_stderr(none) -> *mut void;"
stdlib/json.asthra,109,empty_params,HIGH,Function with empty parameter list should use (none),fn default_config() -> JSONConfig {,fn default_config(none) -> JSONConfig {
stdlib/json.asthra,121,empty_params,HIGH,Function with empty parameter list should use (none),fn default_serialize_config() -> JSONSerializeConfig {,fn default_serialize_config(none) -> JSONSerializeConfig {
stdlib/datetime/time.asthra,190,empty_params,HIGH,Function with empty parameter list should use (none),fn instant_now() -> Instant {,fn instant_now(none) -> Instant {
stdlib/datetime/time.asthra,257,empty_params,HIGH,Function with empty parameter list should use (none),fn system_time_now() -> SystemTime {,fn system_time_now(none) -> SystemTime {
stdlib/ffi/error.asthra,22,empty_params,HIGH,Function with empty parameter list should use (none),fn from_errno() -> FFIError;,fn from_errno(none) -> FFIError;
stdlib/examples/collections_comprehensive.asthra,15,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_enhanced_vectors() -> void {,fn demonstrate_enhanced_vectors(none) -> void {
stdlib/examples/collections_comprehensive.asthra,19,auto_type,MEDIUM,Auto type annotation should be explicit type,let config: auto = collections::VecConfig {;,let config: <explicit_type> = collections::VecConfig {;
stdlib/examples/collections_comprehensive.asthra,29,auto_type,MEDIUM,Auto type annotation should be explicit type,"let push_result: auto = collections::vec_push(&mut custom_vec, 42);","let push_result: <explicit_type> = collections::vec_push(&mut custom_vec, 42);"
stdlib/examples/collections_comprehensive.asthra,44,auto_type,MEDIUM,Auto type annotation should be explicit type,let vec_from_slice_result: auto = collections::vec_from_slice(initial_data);,let vec_from_slice_result: <explicit_type> = collections::vec_from_slice(initial_data);
stdlib/examples/collections_comprehensive.asthra,50,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = collections::vec_insert(&mut vec, 2, 99);","let insert_result: <explicit_type> = collections::vec_insert(&mut vec, 2, 99);"
stdlib/examples/collections_comprehensive.asthra,60,auto_type,MEDIUM,Auto type annotation should be explicit type,"let remove_result: auto = collections::vec_remove(&mut vec, 1);","let remove_result: <explicit_type> = collections::vec_remove(&mut vec, 1);"
stdlib/examples/collections_comprehensive.asthra,72,auto_type,MEDIUM,Auto type annotation should be explicit type,"let swap_remove_result: auto = collections::vec_swap_remove(&mut vec, 0);","let swap_remove_result: <explicit_type> = collections::vec_swap_remove(&mut vec, 0);"
stdlib/examples/collections_comprehensive.asthra,83,auto_type,MEDIUM,Auto type annotation should be explicit type,"let find_result: auto = collections::vec_find(&vec, &search_value);","let find_result: <explicit_type> = collections::vec_find(&vec, &search_value);"
stdlib/examples/collections_comprehensive.asthra,96,auto_type,MEDIUM,Auto type annotation should be explicit type,let extend_vec_result: auto = collections::vec_from_slice(extension_data);,let extend_vec_result: <explicit_type> = collections::vec_from_slice(extension_data);
stdlib/examples/collections_comprehensive.asthra,99,auto_type,MEDIUM,Auto type annotation should be explicit type,"let extend_result: auto = collections::vec_extend(&mut vec, &extend_vec);","let extend_result: <explicit_type> = collections::vec_extend(&mut vec, &extend_vec);"
stdlib/examples/collections_comprehensive.asthra,111,auto_type,MEDIUM,Auto type annotation should be explicit type,let shrink_result: auto = collections::vec_shrink_to_fit(&mut vec);,let shrink_result: <explicit_type> = collections::vec_shrink_to_fit(&mut vec);
stdlib/examples/collections_comprehensive.asthra,134,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_hash_sets() -> void {,fn demonstrate_hash_sets(none) -> void {
stdlib/examples/collections_comprehensive.asthra,144,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = collections::hashset_insert(&mut set, items[i]);","let insert_result: <explicit_type> = collections::hashset_insert(&mut set, items[i]);"
stdlib/examples/collections_comprehensive.asthra,161,auto_type,MEDIUM,Auto type annotation should be explicit type,"let duplicate_result: auto = collections::hashset_insert(&mut set, ""apple"");","let duplicate_result: <explicit_type> = collections::hashset_insert(&mut set, ""apple"");"
stdlib/examples/collections_comprehensive.asthra,186,auto_type,MEDIUM,Auto type annotation should be explicit type,"let remove_result: auto = collections::hashset_remove(&mut set, &""banana"");","let remove_result: <explicit_type> = collections::hashset_remove(&mut set, &""banana"");"
stdlib/examples/collections_comprehensive.asthra,202,auto_type,MEDIUM,Auto type annotation should be explicit type,let set_from_slice_result: auto = collections::hashset_from_slice(fruit_array);,let set_from_slice_result: <explicit_type> = collections::hashset_from_slice(fruit_array);
stdlib/examples/collections_comprehensive.asthra,208,auto_type,MEDIUM,Auto type annotation should be explicit type,"let union_result: auto = collections::hashset_union(&mut set, &fruit_set);","let union_result: <explicit_type> = collections::hashset_union(&mut set, &fruit_set);"
stdlib/examples/collections_comprehensive.asthra,230,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_enhanced_hashmaps() -> void {,fn demonstrate_enhanced_hashmaps(none) -> void {
stdlib/examples/collections_comprehensive.asthra,246,auto_type,MEDIUM,Auto type annotation should be explicit type,let pair: auto = insert_pairs[i];,let pair: <explicit_type> = insert_pairs[i];
stdlib/examples/collections_comprehensive.asthra,247,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = collections::hashmap_insert(&mut map, pair.key, pair.value);","let insert_result: <explicit_type> = collections::hashmap_insert(&mut map, pair.key, pair.value);"
stdlib/examples/collections_comprehensive.asthra,269,auto_type,MEDIUM,Auto type annotation should be explicit type,"let get_result: auto = collections::hashmap_get(&map, &""score"");","let get_result: <explicit_type> = collections::hashmap_get(&map, &""score"");"
stdlib/examples/collections_comprehensive.asthra,281,auto_type,MEDIUM,Auto type annotation should be explicit type,"let get_or_insert_result: auto = collections::hashmap_get_or_insert(&mut map, ""health"", default_health);","let get_or_insert_result: <explicit_type> = collections::hashmap_get_or_insert(&mut map, ""health"", default_health);"
stdlib/examples/collections_comprehensive.asthra,292,auto_type,MEDIUM,Auto type annotation should be explicit type,"let update_result: auto = collections::hashmap_insert(&mut map, ""score"", 150);","let update_result: <explicit_type> = collections::hashmap_insert(&mut map, ""score"", 150);"
stdlib/examples/collections_comprehensive.asthra,313,auto_type,MEDIUM,Auto type annotation should be explicit type,"let remove_result: auto = collections::hashmap_remove(&mut map, &""lives"");","let remove_result: <explicit_type> = collections::hashmap_remove(&mut map, &""lives"");"
stdlib/examples/collections_comprehensive.asthra,334,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_enhanced_linked_lists() -> void {,fn demonstrate_enhanced_linked_lists(none) -> void {
stdlib/examples/collections_comprehensive.asthra,339,auto_type,MEDIUM,Auto type annotation should be explicit type,let list_result: auto = collections::list_from_slice(initial_data);,let list_result: <explicit_type> = collections::list_from_slice(initial_data);
stdlib/examples/collections_comprehensive.asthra,345,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = collections::list_insert(&mut list, 2, ""inserted"");","let insert_result: <explicit_type> = collections::list_insert(&mut list, 2, ""inserted"");"
stdlib/examples/collections_comprehensive.asthra,358,auto_type,MEDIUM,Auto type annotation should be explicit type,"let remove_result: auto = collections::list_remove_at(&mut list, 1);","let remove_result: <explicit_type> = collections::list_remove_at(&mut list, 1);"
stdlib/examples/collections_comprehensive.asthra,371,auto_type,MEDIUM,Auto type annotation should be explicit type,"let find_result: auto = collections::list_find(&list, &search_value);","let find_result: <explicit_type> = collections::list_find(&list, &search_value);"
stdlib/examples/collections_comprehensive.asthra,390,auto_type,MEDIUM,Auto type annotation should be explicit type,"let push_front_result: auto = collections::list_push_front(&mut list, ""new_first"");","let push_front_result: <explicit_type> = collections::list_push_front(&mut list, ""new_first"");"
stdlib/examples/collections_comprehensive.asthra,396,auto_type,MEDIUM,Auto type annotation should be explicit type,"let push_back_result: auto = collections::list_push_back(&mut list, ""new_last"");","let push_back_result: <explicit_type> = collections::list_push_back(&mut list, ""new_last"");"
stdlib/examples/collections_comprehensive.asthra,405,auto_type,MEDIUM,Auto type annotation should be explicit type,let pop_front_result: auto = collections::list_pop_front(&mut list);,let pop_front_result: <explicit_type> = collections::list_pop_front(&mut list);
stdlib/examples/collections_comprehensive.asthra,411,auto_type,MEDIUM,Auto type annotation should be explicit type,let pop_back_result: auto = collections::list_pop_back(&mut list);,let pop_back_result: <explicit_type> = collections::list_pop_back(&mut list);
stdlib/examples/collections_comprehensive.asthra,427,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_collection_conversions() -> void {,fn demonstrate_collection_conversions(none) -> void {
stdlib/examples/collections_comprehensive.asthra,432,auto_type,MEDIUM,Auto type annotation should be explicit type,let vec_result: auto = collections::vec_from_slice(vector_data);,let vec_result: <explicit_type> = collections::vec_from_slice(vector_data);
stdlib/examples/collections_comprehensive.asthra,438,auto_type,MEDIUM,Auto type annotation should be explicit type,let list_result: auto = collections::vec_to_list(&vec);,let list_result: <explicit_type> = collections::vec_to_list(&vec);
stdlib/examples/collections_comprehensive.asthra,444,auto_type,MEDIUM,Auto type annotation should be explicit type,let vec2_result: auto = collections::list_to_vec(&list);,let vec2_result: <explicit_type> = collections::list_to_vec(&list);
stdlib/examples/collections_comprehensive.asthra,450,auto_type,MEDIUM,Auto type annotation should be explicit type,let slice: auto = collections::vec_as_slice(&vec2);,let slice: <explicit_type> = collections::vec_as_slice(&vec2);
stdlib/examples/collections_comprehensive.asthra,473,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_performance_features() -> void {,fn demonstrate_performance_features(none) -> void {
stdlib/examples/collections_comprehensive.asthra,477,auto_type,MEDIUM,Auto type annotation should be explicit type,let performance_config: auto = collections::VecConfig {;,let performance_config: <explicit_type> = collections::VecConfig {;
stdlib/examples/collections_comprehensive.asthra,489,auto_type,MEDIUM,Auto type annotation should be explicit type,"let push_result: auto = collections::vec_push(&mut perf_vec, i as i32);","let push_result: <explicit_type> = collections::vec_push(&mut perf_vec, i as i32);"
stdlib/examples/collections_comprehensive.asthra,504,auto_type,MEDIUM,Auto type annotation should be explicit type,let pop_result: auto = collections::vec_pop(&mut perf_vec);,let pop_result: <explicit_type> = collections::vec_pop(&mut perf_vec);
stdlib/examples/collections_comprehensive.asthra,517,auto_type,MEDIUM,Auto type annotation should be explicit type,let shrink_result: auto = collections::vec_shrink_to_fit(&mut perf_vec);,let shrink_result: <explicit_type> = collections::vec_shrink_to_fit(&mut perf_vec);
stdlib/examples/collections_comprehensive.asthra,527,auto_type,MEDIUM,Auto type annotation should be explicit type,"let reserve_result: auto = collections::vec_reserve(&mut perf_vec, 50);","let reserve_result: <explicit_type> = collections::vec_reserve(&mut perf_vec, 50);"
stdlib/examples/collections_comprehensive.asthra,542,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_error_handling() -> void {,fn demonstrate_error_handling(none) -> void {
stdlib/examples/collections_comprehensive.asthra,549,auto_type,MEDIUM,Auto type annotation should be explicit type,"let get_result: auto = collections::vec_get(&test_vec, 0);","let get_result: <explicit_type> = collections::vec_get(&test_vec, 0);"
stdlib/examples/collections_comprehensive.asthra,569,auto_type,MEDIUM,Auto type annotation should be explicit type,let pop_result: auto = collections::vec_pop(&mut test_vec);,let pop_result: <explicit_type> = collections::vec_pop(&mut test_vec);
stdlib/examples/collections_comprehensive.asthra,587,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
stdlib/examples/comprehensive_example.asthra,19,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
stdlib/examples/comprehensive_example.asthra,60,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_core() -> void {,fn demonstrate_core(none) -> void {
stdlib/examples/comprehensive_example.asthra,103,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_environment() -> void {,fn demonstrate_environment(none) -> void {
stdlib/examples/comprehensive_example.asthra,155,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_strings() -> void {,fn demonstrate_strings(none) -> void {
stdlib/examples/comprehensive_example.asthra,222,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_collections() -> void {,fn demonstrate_collections(none) -> void {
stdlib/examples/comprehensive_example.asthra,303,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_filesystem() -> void {,fn demonstrate_filesystem(none) -> void {
stdlib/examples/comprehensive_example.asthra,403,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_debugging() -> void {,fn demonstrate_debugging(none) -> void {
stdlib/examples/comprehensive_example.asthra,435,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_time() -> void {,fn demonstrate_time(none) -> void {
stdlib/examples/comprehensive_example.asthra,493,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_math() -> void {,fn demonstrate_math(none) -> void {
stdlib/examples/comprehensive_example.asthra,559,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_random() -> void {,fn demonstrate_random(none) -> void {
stdlib/examples/fs_example.asthra,10,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
stdlib/examples/fs_example.asthra,14,auto_type,MEDIUM,Auto type annotation should be explicit type,let basic_result: auto = demonstrate_basic_file_operations();,let basic_result: <explicit_type> = demonstrate_basic_file_operations();
stdlib/examples/fs_example.asthra,20,auto_type,MEDIUM,Auto type annotation should be explicit type,let error_msg: auto = fs.handle_fs_error(error);,let error_msg: <explicit_type> = fs.handle_fs_error(error);
stdlib/examples/fs_example.asthra,27,auto_type,MEDIUM,Auto type annotation should be explicit type,let advanced_result: auto = demonstrate_advanced_file_handling();,let advanced_result: <explicit_type> = demonstrate_advanced_file_handling();
stdlib/examples/fs_example.asthra,33,auto_type,MEDIUM,Auto type annotation should be explicit type,let error_msg: auto = fs.handle_fs_error(error);,let error_msg: <explicit_type> = fs.handle_fs_error(error);
stdlib/examples/fs_example.asthra,40,auto_type,MEDIUM,Auto type annotation should be explicit type,let directory_result: auto = demonstrate_directory_operations();,let directory_result: <explicit_type> = demonstrate_directory_operations();
stdlib/examples/fs_example.asthra,46,auto_type,MEDIUM,Auto type annotation should be explicit type,let error_msg: auto = fs.handle_fs_error(error);,let error_msg: <explicit_type> = fs.handle_fs_error(error);
stdlib/examples/fs_example.asthra,60,empty_params,HIGH,Function with empty parameter list should use (none),"fn demonstrate_basic_file_operations() -> Result<void, fs.FSError> {","fn demonstrate_basic_file_operations(none) -> Result<void, fs.FSError> {"
stdlib/examples/fs_example.asthra,92,auto_type,MEDIUM,Auto type annotation should be explicit type,let copy_options: auto = fs.CopyOptions {;,let copy_options: <explicit_type> = fs.CopyOptions {;
stdlib/examples/fs_example.asthra,100,auto_type,MEDIUM,Auto type annotation should be explicit type,"let copy_result: auto = fs.copy_with_options(""test_basic.txt"", ""test_basic_copy.txt"", copy_options);","let copy_result: <explicit_type> = fs.copy_with_options(""test_basic.txt"", ""test_basic_copy.txt"", copy_options);"
stdlib/examples/fs_example.asthra,126,auto_type,MEDIUM,Auto type annotation should be explicit type,"let append_result: auto = fs.append_string(""test_basic.txt"", ""\nAppended line"");","let append_result: <explicit_type> = fs.append_string(""test_basic.txt"", ""\nAppended line"");"
stdlib/examples/fs_example.asthra,151,empty_params,HIGH,Function with empty parameter list should use (none),"fn demonstrate_advanced_file_handling() -> Result<void, fs.FSError> {","fn demonstrate_advanced_file_handling(none) -> Result<void, fs.FSError> {"
stdlib/examples/fs_example.asthra,155,auto_type,MEDIUM,Auto type annotation should be explicit type,let open_options: auto = fs.OpenOptions {;,let open_options: <explicit_type> = fs.OpenOptions {;
stdlib/examples/fs_example.asthra,165,auto_type,MEDIUM,Auto type annotation should be explicit type,"let file_result: auto = fs.open_with_options(""test_advanced.txt"", open_options);","let file_result: <explicit_type> = fs.open_with_options(""test_advanced.txt"", open_options);"
stdlib/examples/fs_example.asthra,199,auto_type,MEDIUM,Auto type annotation should be explicit type,let seek_result: auto = file.seek(fs.SeekFrom.Start(0));,let seek_result: <explicit_type> = file.seek(fs.SeekFrom.Start(0));
stdlib/examples/fs_example.asthra,215,auto_type,MEDIUM,Auto type annotation should be explicit type,"let lines: auto = content.split(""\n"");","let lines: <explicit_type> = content.split(""\n"");"
stdlib/examples/fs_example.asthra,229,auto_type,MEDIUM,Auto type annotation should be explicit type,let close_result: auto = file.close();,let close_result: <explicit_type> = file.close();
stdlib/examples/fs_example.asthra,299,empty_params,HIGH,Function with empty parameter list should use (none),"fn demonstrate_directory_operations() -> Result<void, fs.FSError> {","fn demonstrate_directory_operations(none) -> Result<void, fs.FSError> {"
stdlib/examples/fs_example.asthra,333,auto_type,MEDIUM,Auto type annotation should be explicit type,"let entries_result: auto = fs.read_dir(""test_dir"");","let entries_result: <explicit_type> = fs.read_dir(""test_dir"");"
stdlib/examples/fs_example.asthra,338,auto_type,MEDIUM,Auto type annotation should be explicit type,let type_str: auto = format_file_type(entry.file_type);,let type_str: <explicit_type> = format_file_type(entry.file_type);
stdlib/examples/fs_example.asthra,348,auto_type,MEDIUM,Auto type annotation should be explicit type,let dir_options: auto = fs.DirOptions {;,let dir_options: <explicit_type> = fs.DirOptions {;
stdlib/examples/fs_example.asthra,356,auto_type,MEDIUM,Auto type annotation should be explicit type,"let iterator_result: auto = fs.read_dir_with_options(""test_dir"", dir_options);","let iterator_result: <explicit_type> = fs.read_dir_with_options(""test_dir"", dir_options);"
stdlib/examples/fs_example.asthra,362,auto_type,MEDIUM,Auto type annotation should be explicit type,let entry_result: auto = iterator.next();,let entry_result: <explicit_type> = iterator.next();
stdlib/examples/fs_example.asthra,365,auto_type,MEDIUM,Auto type annotation should be explicit type,let type_str: auto = format_file_type(entry.file_type);,let type_str: <explicit_type> = format_file_type(entry.file_type);
stdlib/examples/fs_example.asthra,366,auto_type,MEDIUM,Auto type annotation should be explicit type,"let relative_path: auto = entry.path.replace(""test_dir/"", """");","let relative_path: <explicit_type> = entry.path.replace(""test_dir/"", """");"
stdlib/examples/fs_example.asthra,421,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_error_handling_patterns() -> void {,fn demonstrate_error_handling_patterns(none) -> void {
stdlib/examples/fs_example.asthra,446,auto_type,MEDIUM,Auto type annotation should be explicit type,"let dir_result: auto = fs.create_dir(""test_file.txt"");","let dir_result: <explicit_type> = fs.create_dir(""test_file.txt"");"
stdlib/examples/fs_example.asthra,460,auto_type,MEDIUM,Auto type annotation should be explicit type,"let safe_result: auto = safe_file_operation(""test_file.txt"", fn(file: fs.File) -> Result<string, fs.FSError> {;","let safe_result: <explicit_type> = safe_file_operation(""test_file.txt"", fn(file: fs.File) -> Result<string, fs.FSError> {;"
stdlib/examples/fs_example.asthra,484,auto_type,MEDIUM,Auto type annotation should be explicit type,let result: auto = operation(file);,let result: <explicit_type> = operation(file);
stdlib/examples/fs_example.asthra,487,auto_type,MEDIUM,Auto type annotation should be explicit type,let close_result: auto = file.close();,let close_result: <explicit_type> = file.close();
stdlib/examples/io_example.asthra,9,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
stdlib/examples/io_example.asthra,218,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_error_handling() -> void {,fn demonstrate_error_handling(none) -> void {
stdlib/examples/http_example.asthra,11,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
stdlib/examples/http_example.asthra,45,empty_params,HIGH,Function with empty parameter list should use (none),fn example_simple_get() -> void {,fn example_simple_get(none) -> void {
stdlib/examples/http_example.asthra,58,auto_type,MEDIUM,Auto type annotation should be explicit type,let body_result: auto = response.body_as_string();,let body_result: <explicit_type> = response.body_as_string();
stdlib/examples/http_example.asthra,75,empty_params,HIGH,Function with empty parameter list should use (none),fn example_get_with_headers() -> void {,fn example_get_with_headers(none) -> void {
stdlib/examples/http_example.asthra,78,auto_type,MEDIUM,Auto type annotation should be explicit type,let client: auto = http::HTTPClient::new();,let client: <explicit_type> = http::HTTPClient::new();
stdlib/examples/http_example.asthra,88,auto_type,MEDIUM,Auto type annotation should be explicit type,"let response_result: auto = client.get_with_headers(url, headers);","let response_result: <explicit_type> = client.get_with_headers(url, headers);"
stdlib/examples/http_example.asthra,96,auto_type,MEDIUM,Auto type annotation should be explicit type,let content_type_result: auto = response.content_type();,let content_type_result: <explicit_type> = response.content_type();
stdlib/examples/http_example.asthra,113,empty_params,HIGH,Function with empty parameter list should use (none),fn example_post_json() -> void {,fn example_post_json(none) -> void {
stdlib/examples/http_example.asthra,119,auto_type,MEDIUM,Auto type annotation should be explicit type,"let response_result: auto = http::post_json(url, json_data);","let response_result: <explicit_type> = http::post_json(url, json_data);"
stdlib/examples/http_example.asthra,135,auto_type,MEDIUM,Auto type annotation should be explicit type,"let server_result: auto = response.get_header(""Server"");","let server_result: <explicit_type> = response.get_header(""Server"");"
stdlib/examples/http_example.asthra,148,empty_params,HIGH,Function with empty parameter list should use (none),fn example_post_form() -> void {,fn example_post_form(none) -> void {
stdlib/examples/http_example.asthra,160,auto_type,MEDIUM,Auto type annotation should be explicit type,"let response_result: auto = http::post_form(url, form_data);","let response_result: <explicit_type> = http::post_form(url, form_data);"
stdlib/examples/http_example.asthra,176,empty_params,HIGH,Function with empty parameter list should use (none),fn example_put_request() -> void {,fn example_put_request(none) -> void {
stdlib/examples/http_example.asthra,181,auto_type,MEDIUM,Auto type annotation should be explicit type,let data_bytes: auto = str::to_bytes(data);,let data_bytes: <explicit_type> = str::to_bytes(data);
stdlib/examples/http_example.asthra,184,auto_type,MEDIUM,Auto type annotation should be explicit type,"let response_result: auto = http::put(url, data_bytes, content_type);","let response_result: <explicit_type> = http::put(url, data_bytes, content_type);"
stdlib/examples/http_example.asthra,192,auto_type,MEDIUM,Auto type annotation should be explicit type,let header_length_result: auto = response.content_length_header();,let header_length_result: <explicit_type> = response.content_length_header();
stdlib/examples/http_example.asthra,214,empty_params,HIGH,Function with empty parameter list should use (none),fn example_delete_request() -> void {,fn example_delete_request(none) -> void {
stdlib/examples/http_example.asthra,219,auto_type,MEDIUM,Auto type annotation should be explicit type,let response_result: auto = http::delete(url);,let response_result: <explicit_type> = http::delete(url);
stdlib/examples/http_example.asthra,230,auto_type,MEDIUM,Auto type annotation should be explicit type,let header: auto = response.headers[i];,let header: <explicit_type> = response.headers[i];
stdlib/examples/http_example.asthra,242,empty_params,HIGH,Function with empty parameter list should use (none),fn example_custom_client() -> void {,fn example_custom_client(none) -> void {
stdlib/examples/http_example.asthra,246,auto_type,MEDIUM,Auto type annotation should be explicit type,let client_result: auto = http::HTTPClient::with_config(;,let client_result: <explicit_type> = http::HTTPClient::with_config(;
stdlib/examples/http_example.asthra,258,auto_type,MEDIUM,Auto type annotation should be explicit type,let response_result: auto = client.get(url);,let response_result: <explicit_type> = client.get(url);
stdlib/examples/http_example.asthra,269,auto_type,MEDIUM,Auto type annotation should be explicit type,"let location_result: auto = response.get_header(""Location"");","let location_result: <explicit_type> = response.get_header(""Location"");"
stdlib/examples/http_example.asthra,292,empty_params,HIGH,Function with empty parameter list should use (none),fn example_error_handling() -> void {,fn example_error_handling(none) -> void {
stdlib/examples/http_example.asthra,299,auto_type,MEDIUM,Auto type annotation should be explicit type,"let invalid_url_result: auto = http::get(""not-a-valid-url"");","let invalid_url_result: <explicit_type> = http::get(""not-a-valid-url"");"
stdlib/examples/http_example.asthra,307,auto_type,MEDIUM,Auto type annotation should be explicit type,"let nonexistent_result: auto = http::get(""https://this-domain-definitely-does-not-exist-12345.com"");","let nonexistent_result: <explicit_type> = http::get(""https://this-domain-definitely-does-not-exist-12345.com"");"
stdlib/examples/http_example.asthra,315,auto_type,MEDIUM,Auto type annotation should be explicit type,"let not_found_result: auto = http::get(""https://httpbin.org/status/404"");","let not_found_result: <explicit_type> = http::get(""https://httpbin.org/status/404"");"
stdlib/examples/http_example.asthra,328,auto_type,MEDIUM,Auto type annotation should be explicit type,"let server_error_result: auto = http::get(""https://httpbin.org/status/500"");","let server_error_result: <explicit_type> = http::get(""https://httpbin.org/status/500"");"
stdlib/examples/http_example.asthra,341,empty_params,HIGH,Function with empty parameter list should use (none),fn example_response_processing() -> void {,fn example_response_processing(none) -> void {
stdlib/examples/http_example.asthra,345,auto_type,MEDIUM,Auto type annotation should be explicit type,let response_result: auto = http::get(url);,let response_result: <explicit_type> = http::get(url);
stdlib/examples/http_example.asthra,363,auto_type,MEDIUM,Auto type annotation should be explicit type,let body_result: auto = response.body_as_string();,let body_result: <explicit_type> = response.body_as_string();
stdlib/examples/http_example.asthra,370,auto_type,MEDIUM,Auto type annotation should be explicit type,let preview_length: auto = if str::len(body) > 500 { 500 } else { str::len(body) };,let preview_length: <explicit_type> = if str::len(body) > 500 { 500 } else { str::len(body) };
stdlib/examples/http_example.asthra,371,auto_type,MEDIUM,Auto type annotation should be explicit type,"let preview: auto = str::substring(body, 0, preview_length);","let preview: <explicit_type> = str::substring(body, 0, preview_length);"
stdlib/examples/http_example.asthra,416,auto_type,MEDIUM,Auto type annotation should be explicit type,let header_name: auto = common_headers[i];,let header_name: <explicit_type> = common_headers[i];
stdlib/examples/http_example.asthra,417,auto_type,MEDIUM,Auto type annotation should be explicit type,let header_result: auto = response.get_header(header_name);,let header_result: <explicit_type> = response.get_header(header_name);
stdlib/examples/http_example.asthra,453,auto_type,MEDIUM,Auto type annotation should be explicit type,let header_name: auto = security_headers[i];,let header_name: <explicit_type> = security_headers[i];
stdlib/examples/http_example.asthra,454,auto_type,MEDIUM,Auto type annotation should be explicit type,let header_result: auto = response.get_header(header_name);,let header_result: <explicit_type> = response.get_header(header_name);
stdlib/examples/http_example.asthra,483,auto_type,MEDIUM,Auto type annotation should be explicit type,let print_result: auto = io::print_line(message);,let print_result: <explicit_type> = io::print_line(message);
stdlib/concurrent/coordination.asthra,55,empty_params,HIGH,Function with empty parameter list should use (none),pub fn new() -> SelectBuilder<T> {,pub fn new(none) -> SelectBuilder<T> {
stdlib/concurrent/patterns.asthra,121,auto_type,MEDIUM,Auto type annotation should be explicit type,let task_channel_result: auto = channel::<Task>(100);,let task_channel_result: <explicit_type> = channel::<Task>(100);
